285,żołnierz
101,wojsko
50,policjant
36,wojskowy
19,oficer
18,policja
17,armia
12,sznur
11,żołnierski
10,harcerz
7,policyjny
7,uniform
7,zielony
7,żołnierza
5,strażak
4,strój
4,ubranie
4,wojna
3,czarny
3,guzik
3,guziki
3,moro
3,mundurowy
3,niebieski
3,panny sznurem
2,czysty
2,fartuch
2,harcerstwo
2,kapitan
2,karabin
2,odznaka
2,panna
2,piękny
2,polowy
2,surdut
2,szary
2,szkolny
2,szkoła
2,wojska
